"","Brand","Vehicle","Engine","Engine.code","Torque..Nm.rpm.","Power..hp..","Power.kW..rpm.","Average.fuel.consumption..l.100.km.","CO2..g.km.","Weight.3p.5p..kg","Displacement","Compression.ratio","GearBox.type","Tyre","Traction.type"
"1035","Audi","A3 Cabrio Ambition","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.1,134,"1500","1896",30,"MT","225/45 R17","2wd"
"1036","Audi","A3 Cabrio","2.0L TDI 140 hp DPF","","320/1750-2500",140,"103/4200",5.3,139,"1550","1968",20,"MT 6","205/55 R16","2wd"
"1037","Audi","A3 Cabrio Ambition","2.0L TDI 140 hp DPF","","320/1750-2500",140,"103/4200",5.3,139,"1550","1968",20,"MT 6","225/45 R17","2wd"
"1038","Audi","A3 Cabrio","2.0L TDI 140 hp DPF S-tronic 6","","320/1750-2500",140,"103/4200",5.6,148,"1570","1968",20,"DCT 6","205/55 R16","2wd"
"1039","Audi","A3 Cabrio Ambition","2.0L TDI 140 hp DPF S-tronic 6","","320/1750-2500",140,"103/4200",5.6,148,"1570","1968",20,"DCT 6","225/45 R17","2wd"
"1040","Audi","TT","1.8L TFSI 160 hp","","250/1500-4500",160,"118/6200",6.7,155,"1315","1798",38,"MT 6","225/55 R16","2wd"
"1041","Audi","TT","2.0L TFSI 200 hp","","280/1800-5000",200,"147/5100",7.7,178,"1335","1984",4,"MT 6","225/55 R16","2wd"
"1042","Audi","TT","2.0L TFSI 200 hp S-tronic 6","","280/1800-5000",200,"147/5100",7.7,178,"1335","1984",4,"DCT 6","225/55 R16","2wd"
"1043","Audi","TT","2.0L TFSI 200 hp quattro S-tronic 6","","280/1800-5000",200,"147/5100",7.7,178,"1435","1984",4,"DCT 6","225/55 R16","4wd"
"1044","Audi","TT","3.2L V6 250 hp quattro","","320/2500-3000",250,"184/6300",10.3,247,"1485","3189",10,"MT 6","245/45 R17","4wd"
"1045","Audi","TT","3.2L V6 250 hp quattro S-tronic 6","","320/2500-3000",250,"184/6300",9.4,224,"1505","3189",10,"DCT 6","245/45 R17","4wd"
"1046","Audi","TTS","2.0L TFSI 272 hp quattro","","350/2500-5000",272,"200/6000",8.1,188,"1470","1984",40,"MT 6","245/40 R18 93 Y","4wd"
"1047","Audi","TTS","2.0L TFSI 272 hp quattro S-tronic 6","","350/2500-5000",272,"200/6000",7.9,184,"1490","1984",40,"DCT 6","245/40 R18 93 Y","4wd"
"1048","Audi","TT RS","2.5L 340 hp quattro 5 cyl.","","450/1600-5300",340,"250/6500",9.2,214,"1525","2480",2,"MT 6","245/40 R18 93 Y","4wd"
"1049","Audi","TT","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",5.3,139,"1445","1968",20,"MT 6","225/55 R16","4wd"
"1050","Audi","TT Roadster","1.8L TFSI 160 hp","","250/1500-4500",160,"118/6200",6.9,159,"1360","1798",38,"MT 6","225/55 R16 95 W","2wd"
"1051","Audi","TT Roadster","2.0L TFSI 200 hp","","280/1800-5000",200,"147/5100",7.8,181,"1370","1984",4,"MT 6","225/55 R16 95 W","2wd"
"1052","Audi","TT Roadster","2.0L TFSI 200 hp S-tronic 6","","280/1800-5000",200,"147/5100",7.8,181,"1390","1984",4,"DCT 6","225/55 R16 95 W","2wd"
"1053","Audi","TT Roadster","2.0L TFSI 200 hp quattro S-tronic 6","","280/1800-5000",200,"147/5100",7.8,181,"1480","1984",4,"DCT 6","225/55 R16","4wd"
"1054","Audi","TT Roadster","3.2L V6 250 hp quattro","","320/2500-3000",250,"184/6300",10.4,250,"1545","3189",10,"MT 6","245/45 R17 95 Y","4wd"
"1055","Audi","TT Roadster","3.2L V6 250 hp quattro S-tronic 6","","320/2500-3000",250,"184/6300",9.5,227,"1565","3189",10,"DCT 6","245/45 R17 95 Y","4wd"
"1056","Audi","TTS Roadster","2.0L TFSI 272 hp quattro","","350/2500-5000",272,"200/6000",8.3,193,"1530","1984",40,"MT 6","245/40 R18 93 Y","4wd"
"1057","Audi","TTS Roadster","2.0L TFSI 272 hp quattro S-tronic 6","","350/2500-5000",272,"200/6000",8,187,"1550","1984",40,"DCT 6","245/40 R18 93 Y","4wd"
"1058","Audi","TT RS Roadster","2.5L 340 hp quattro 5 cyl.","","450/1600-5300",340,"250/6500",9.5,221,"1585","2480",2,"MT 6","245/40 R18 93 Y","4wd"
"1059","Audi","TT Roadster","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",5.5,144,"1490","1968",20,"MT 6","225/55 R16","4wd"
"1060","Audi","A4","1.8L TFSI 120 hp","","250/1500-3650",120,"88.2/6200",7.1,164,"1485","1798",38,"MT 6","225/55 R16","2wd"
"1061","Audi","A4","1.8L TFSI 120 hp multitronic","","250/1500-3650",120,"88.2/6200",7.2,165,"1545","1798",38,"hpT","225/55 R16","2wd"
"1062","Audi","A4","1.8L TFSI 160 hp","","250/1500-4500",160,"118/6200",7.1,164,"1485","1798",38,"MT 6","225/55 R16","2wd"
"1063","Audi","A4","1.8L TFSI 160 hp multitronic","","250/1500-4500",160,"118/6200",7.2,165,"1545","1798",38,"hpT","225/55 R16","2wd"
"1064","Audi","A4","1.8L TFSI 160 hp quattro","","250/1500-4500",160,"118/6200",7.6,176,"1585","1798",38,"MT 6","225/55 R16","4wd"
"1065","Audi","A4","2.0L TFSI 180 hp","","320/1500-3900",180,"132/4000",6.6,154,"1505","1984",38,"MT 6","225/55 R16","2wd"
"1066","Audi","A4","2.0L TFSI 180 hp multitronic","","320/1500-3900",180,"132/4000",7.1,167,"1540","1984",38,"hpT","225/55 R16","2wd"
"1067","Audi","A4","2.0L TFSI 211 hp","","350/1500-4200",211,"155/6000",6.6,154,"1510","1984",38,"MT 6","225/55 R16","2wd"
"1068","Audi","A4","2.0L TFSI 211 hp multitronic","","350/1500-4200",211,"155/6000",7.1,167,"1555","1984",38,"hpT","225/55 R16","2wd"
"1069","Audi","A4","2.0L TFSI 211 hp quattro","","350/1500-4200",211,"155/6000",7.4,172,"1595","1984",38,"MT 6","225/55 R16","4wd"
"1070","Audi","A4","2.0L TFSI 211 hp quattro S-tronic 7","","350/1500-4200",211,"155/6000",7.4,172,"1640","1984",38,"DCT 7","225/55 R16","4wd"
"1071","Audi","A4","3.2L V6 FSI 265 hp multitronic","","330/3000-5000",265,"195/6500",8.2,194,"1605","3123",14,"hpT","225/50 R17","2wd"
"1072","Audi","A4","3.2L V6 FSI 265 hp quattro","","330/3000-5000",265,"195/6500",8.9,213,"1655","3123",14,"MT 6","225/50 R17","4wd"
"1073","Audi","A4","3.2L V6 FSI 265 hp quattro tiptronic","","330/3000-5000",265,"195/6500",9,215,"1685","3123",14,"AT 6","225/50 R17","4wd"
"1074","Audi","S4","3.0L V6 TFSI 333 hp quattro","","440/2900-5300",333,"245/7000",9.7,225,"1725","2995",4,"MT 6","245/40 R18","4wd"
"1075","Audi","S4","3.0L V6 TFSI 333 hp quattro S-tronic 7","","440/2900-5300",333,"245/7000",9.4,219,"1760","2995",4,"DCT 7","245/40 R18","4wd"
"1076","Audi","A4","2.0L TDI 120 hp DPF","","290/1750-2500",120,"88/4200",5.1,134,"1540","1968",20,"MT 6","225/55 R16","2wd"
"1077","Audi","A4","2.0L TDI 143 hp DPF","","320/1750-2500",143,"105/4200",5.3,139,"1535","1968",20,"MT 6","225/55 R16","2wd"
"1078","Audi","A4","2.0L TDI 143 hp DPF multitronic","","320/1750-2500",143,"105/4200",5.8,154,"1570","1968",20,"hpT","225/55 R16","2wd"
"1079","Audi","A4","2.0L TDI 143 hp DPF quattro","","320/1750-2500",143,"105/4200",5.9,155,"1630","1968",20,"MT 6","225/55 R16","4wd"
"1080","Audi","A4","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.3,140,"1535","1968",20,"MT 6","225/55 R16","2wd"
"1081","Audi","A4","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",5.9,156,"1630","1968",20,"MT 6","225/55 R16","4wd"
"1082","Audi","A4","2.7L V6 TDI 190 hp DPF","","400/1400-3250",190,"140/3500",6,159,"1645","2698",22,"MT 6","225/55 R16","2wd"
"1083","Audi","A4","2.7L V6 TDI 190 hp DPF multitronic","","400/1400-3250",190,"140/3500",6.4,167,"1670","2698",22,"hpT","225/55 R16","2wd"
"1084","Audi","A4","3.0L V6 TDI 240 hp DPF quattro","","500/1500-3000",239,"176/4400",6.6,173,"1730","2967",22,"MT 6","225/55 R16","4wd"
"1085","Audi","A4","3.0L V6 TDI 240 hp DPF quattro tiptronic","","500/1500-3000",239,"176/4400",6.9,182,"1765","2967",22,"AT 6","225/55 R16","4wd"
"1086","Audi","A4 Avant","1.8L TFSI 120 hp","","250/1500-3650",120,"88.2/6200",7.2,169,"1545","1798",38,"MT 6","225/55 R16","2wd"
"1087","Audi","A4 Avant","1.8L TFSI 120 hp multitronic","","250/1500-3650",120,"88.2/6200",7.5,174,"1590","1798",38,"hpT","225/55 R16","2wd"
"1088","Audi","A4 Avant","1.8L TFSI 160 hp","","250/1500-4500",160,"118/6200",7.2,169,"1545","1798",38,"MT 6","225/55 R16","2wd"
"1089","Audi","A4 Avant","1.8L TFSI 160 hp multitronic","","250/1500-4500",160,"118/6200",7.5,174,"1585","1798",38,"hpT","225/55 R16","2wd"
"1090","Audi","A4 Avant","1.8L TFSI 160 hp quattro","","250/1500-4500",160,"118/6200",7.7,179,"1635","1798",38,"MT 6","225/55 R16","4wd"
"1091","Audi","A4 Avant","2.0L TFSI 180 hp","","320/1500-3900",180,"132/4000",6.8,159,"1565","1984",38,"MT 6","225/55 R16","2wd"
"1092","Audi","A4 Avant","2.0L TFSI 180 hp multitronic","","320/1500-3900",180,"132/4000",7.3,172,"1600","1984",38,"hpT","225/55 R16","2wd"
"1093","Audi","A4 Avant","2.0L TFSI 211 hp","","350/1500-4200",211,"155/6000",6.8,159,"1570","1984",38,"MT 6","225/55 R16","2wd"
"1094","Audi","A4 Avant","2.0L TFSI 211 hp multitronic","","350/1500-4200",211,"155/6000",7.3,172,"1605","1984",38,"hpT","225/55 R16","2wd"
"1095","Audi","A4 Avant","2.0L TFSI 211 hp quattro","","350/1500-4200",211,"155/6000",7.6,176,"1640","1984",38,"MT 6","225/55 R16","4wd"
"1096","Audi","A4 Avant","2.0L TFSI 211 hp quattro S-tronic 7","","350/1500-4200",211,"155/6000",7.6,175,"1680","1984",38,"DCT 7","225/55 R16","4wd"
"1097","Audi","A4 Avant","3.2L V6 FSI 265 hp multitronic","","330/3000-5000",265,"195/6500",8.4,199,"1665","3123",14,"hpT","225/50 R17","2wd"
"1098","Audi","A4 Avant","3.2L V6 FSI 265 hp quattro","","330/3000-5000",265,"195/6500",9.1,216,"1705","3123",14,"MT 6","225/50 R17","4wd"
"1099","Audi","A4 Avant","3.2L V6 FSI 265 hp quattro tiptronic","","330/3000-5000",265,"195/6500",9.2,219,"1735","3123",14,"AT 6","225/50 R17","4wd"
"1100","Audi","S4 Avant","3.0L V6 TFSI 333 hp quattro","","440/2900-5300",333,"245/7000",9.9,229,"1780","2995",4,"MT 6","245/40 R18","4wd"
"1101","Audi","S4 Avant","3.0L V6 TFSI 333 hp quattro S-tronic 7","","440/2900-5300",333,"245/7000",9.6,224,"1810","2995",4,"DCT 7","245/40 R18","4wd"
"1102","Audi","A4 Avant","2.0L TDI 120 hp DPF","","290/1750-2500",120,"88/4200",5.3,140,"1600","1968",20,"MT 6","225/55 R16","2wd"
"1103","Audi","A4 Avant","2.0L TDI 143 hp DPF","","320/1750-2500",143,"105/4200",5.4,143,"1595","1968",20,"MT 6","225/55 R16","2wd"
"1104","Audi","A4 Avant","2.0L TDI 143 hp DPF multitronic","","320/1750-2500",143,"105/4200",6,159,"1630","1968",20,"hpT","225/55 R16","2wd"
"1105","Audi","A4 Avant","2.0L TDI 143 hp DPF quattro","","320/1750-2500",143,"105/4200",6.2,162,"1660","1968",20,"MT 6","225/55 R16","4wd"
"1106","Audi","A4 Avant","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.6,149,"1595","1968",20,"MT 6","225/55 R16","2wd"
"1107","Audi","A4 Avant","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",6.2,162,"1670","1968",20,"MT 6","225/55 R16","4wd"
"1108","Audi","A4 Avant","2.7L V6 TDI 190 hp DPF","","400/1400-3250",190,"140/3500",6.2,163,"1695","2698",22,"MT 6","225/55 R16","2wd"
"1109","Audi","A4 Avant","2.7L V6 TDI 190 hp DPF multitronic","","400/1400-3250",190,"140/3500",6.5,169,"1720","2698",22,"hpT","225/55 R16","2wd"
"1110","Audi","A4 Avant","3.0L V6 TDI 240 hp DPF quattro","","500/1500-3000",239,"176/4400",6.8,176,"1770","2967",22,"MT 6","225/55 R16","4wd"
"1111","Audi","A4 Avant","3.0L V6 TDI 240 hp DPF quattro tiptronic","","500/1500-3000",239,"176/4400",7.2,186,"1810","2967",22,"AT 6","225/55 R16","4wd"
"1112","Audi","A4 (2009)","2.0L TDI e 136 hp DPF","","?",136,"?/?",4.6,120,"?","?",1,"MT 6","205/60 R16","2wd"
"1113","Audi","A4 Allroad","2.0L TDI 143 hp DPF quattro","","320/1750-2500",143,"105/4200",6.2,164,"?","1968",20,"MT 6","225/55 R17","4wd"
"1114","Audi","A4 Allroad","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",6.3,166,"1705","1968",20,"MT 6","225/55 R17","4wd"
"1115","Audi","A4 Allroad","3.0L V6 TDI 240 hp DPF quattro","","500/1500-3000",239,"176/4400",7.2,189,"1805","2967",22,"MT 6","225/55 R17","4wd"
"1116","Audi","A4 Allroad","3.0L V6 TDI 240 hp DPF quattro S-tronic 7","","500/1500-3000",239,"176/4400",7.1,189,"1840","2967",22,"DCT 7","225/55 R17","4wd"
"1117","Audi","A4 Allroad","2.0L TFSI 211 hp quattro","","350/1500-4200",211,"155/6000",7.9,179,"1690","1984",38,"MT 6","225/55 R17","4wd"
"1118","Audi","A4 Allroad","2.0L TFSI 211 hp quattro S-tronic 7","","350/1500-4200",211,"155/6000",8.1,182,"1725","1984",38,"DCT 7","225/55 R17","4wd"
"1119","Audi","A5","2.0L TFSI 180 hp","","320/1500-3900",180,"132/4000",6.4,149,"1495","1984",38,"MT 6","225/50 R17","2wd"
"1120","Audi","A5","2.0L TFSI 180 hp multitronic","","320/1500-3900",180,"132/4000",7.1,167,"1535","1984",38,"hpT","225/50 R17","2wd"
"1121","Audi","A5","2.0L TFSI 211 hp","","350/1500-4200",211,"155/6000",6.4,149,"1495","1984",38,"MT 6","225/50 R17","2wd"
"1122","Audi","A5","2.0L TFSI 211 hp multitronic","","350/1500-4200",211,"155/6000",7.1,167,"1540","1984",38,"hpT","225/50 R17","2wd"
"1123","Audi","A5","2.0L TFSI 211 hp quattro","","350/1500-4200",211,"155/6000",7.3,169,"1565","1984",38,"MT 6","225/50 R17","4wd"
"1124","Audi","A5","2.0L TFSI 211 hp quattro S-tronic 7","","350/1500-4200",211,"155/6000",7.4,172,"?","1984",38,"DCT 7","225/50 R17","4wd"
"1125","Audi","A5","3.2L V6 FSI 265 hp multitronic","","330/3250",265,"195/6500",8.2,192,"1575","3123",14,"hpT","225/50 R17","2wd"
"1126","Audi","A5","3.2L V6 FSI 265 hp quattro","","330/3250",265,"195/6500",9.1,214,"1610","3123",14,"MT 6","225/50 R17","4wd"
"1127","Audi","A5","3.2L V6 FSI 265 hp quattro tiptronic","","330/3250",265,"195/6500",9.2,213,"1645","3123",14,"AT 6","225/50 R17","4wd"
"1128","Audi","A5","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.1,134,"1545","1968",20,"MT 6","225/50 R17","2wd"
"1129","Audi","A5","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",5.7,149,"1610","1968",20,"MT 6","225/50 R17","4wd"
"1130","Audi","A5","2.7L V6 TDI 190 hp PDF","","400/1400-3500",190,"140/3500",6,159,"1625","2698",22,"MT 6","225/50 R17","2wd"
"1131","Audi","A5","2.7L V6 TDI 190 hp PDF multitronic","","400/1400-3500",190,"140/3500",6.4,167,"1650","2698",22,"hpT","225/50 R17","2wd"
"1132","Audi","A5","3.0L V6 TDI 239 hp DPF quattro","","500/1500-3000",239,"176/4000",6.6,173,"1685","2967",23,"MT 6","225/50 R17","4wd"
"1133","Audi","A5","3.0L V6 TDI 239 hp DPF quattro tiptronic","","500/1500-3000",239,"176/4000",6.9,182,"1725","2967",23,"AT 6","225/50 R17","4wd"
"1134","Audi","S5","4.2L V8 350 hp quattro","","440/3500",354,"260/7000",12.1,288,"1715","4163",9,"MT 6","245/40 R18","4wd"
"1135","Audi","S5","4.2L V8 350 hp quattro tiptronic","","440/3500",354,"260/7000",10.1,256,"1750","4163",9,"AT 6","245/40 R18","4wd"
"1136","Audi","A5 Cabrio","2.0L TFSI 180 hp multitronic","","320/1500-3900",180,"132/4000",7.4,174,"1730","1984",38,"hpT","225/50 R17","2wd"
"1137","Audi","A5 Cabrio","2.0L TFSI 211 hp","","350/1500-4200",211,"155/6000",6.7,156,"1705","1984",38,"MT 6","225/50 R17","2wd"
"1138","Audi","A5 Cabrio","2.0L TFSI 211 hp multitronic","","350/1500-4200",211,"155/6000",7.4,174,"1730","1984",38,"hpT","225/50 R17","2wd"
"1139","Audi","A5 Cabrio","2.0L TFSI 211 hp quattro S-tronic 7","","350/1500-4200",211,"155/6000",7.7,177,"1810","1984",38,"DCT 7","225/50 R17","4wd"
"1140","Audi","A5 Cabrio","3.2L V6 FSI 265 hp multitronic","","330/3250",265,"195/6500",8.6,199,"1785","3123",14,"hpT","225/50 R17","2wd"
"1141","Audi","A5 Cabrio","3.2L V6 FSI 265 hp quattro S-tronic 7","","330/3250",265,"195/6500",9.5,219,"1860","3123",14,"DCT 7","225/50 R17","4wd"
"1142","Audi","A5 Cabrio","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.7,144,"1735","1968",20,"MT 6","225/50 R17","2wd"
"1143","Audi","A5 Cabrio","2.7L V6 TDI 190 hp PDF","","400/1400-3250",190,"140/3500",6.2,164,"1835","2698",22,"MT 6","225/50 R17","2wd"
"1144","Audi","A5 Cabrio","2.7L V6 TDI 190 hp PDF multitronic","","400/1400-3250",190,"140/3500",6.5,169,"1860","2698",22,"hpT","225/50 R17","2wd"
"1145","Audi","A5 Cabrio","3.0L V6 TDI 239 hp DPF quattro S-tronic 7","","500/1500-3000",239,"176/4400",6.8,179,"1935","2967",22,"DCT 7","225/50 R17","4wd"
"1146","Audi","S5 Cabrio","3.0L V6 TFSI 330 hp","","440/2900-5300",333,"245/7000",10.3,224,"1950","2995",4,"DCT 7","245/40 R18","4wd"
"1147","Audi","Q5","2.0L TDI 170 hp DPF quattro","","350/1750-2500",170,"125/4200",6.7,175,"1805","1968",20,"MT 6","235/65 R17","4wd"
"1148","Audi","Q5","2.0L TDI 170 hp DPF quattro S-tronic 7","","350/1750-2500",170,"125/4200",6.8,179,"1845","1968",20,"DCT 7","235/65 R17","4wd"
"1149","Audi","Q5","3.0L V6 TDI 239 hp DPF quattro S-tronic 7","","500/1500-3000",239,"176/4400",7.5,199,"1940","2967",22,"DCT 7","235/60 R18","4wd"
"1150","Audi","Q5","2.0L TFSI 211 hp quattro","","350/1500-4200",211,"155/6000",8.3,192,"1770","1984",38,"MT 6","235/60 R18","4wd"
"1151","Audi","Q5","2.0L TFSI 211 hp quattro S-tronic 7","","350/1500-4200",211,"155/6000",8.5,197,"1815","1984",38,"DCT 7","235/60 R18","4wd"
"1152","Audi","Q6","3.2L V6 FSI 265 hp quattro S-tronic 7","","330/3000-5000",271,"199/6500",9.3,218,"1870","3197",14,"DCT 7","235/60 R18","4wd"
